,title,order,body,A,B,C,D,E,resposta,resolucao
34,"Questão 30 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)",35,"<div><p>(ENEM 2022)&nbsp;</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0xNCAwMDo0NToyMyArMDAwMDk2OTkw.png"" data-filename=""58486""><br></p><p><br></p><p style=""text-align:right""><span>Disponível em: https://amigodobicho.wordpress.com. Acesso em: 10 dez. 2017.</span></p><p>TEXTO II</p><p>Nas ruas, na cidade e no parque</p><p>Ninguém nunca prendeu o Delegado. O vaivém de rua em rua e sua longa vida são relembrados e recontados. Exemplo de sobrevivência, liderança, inteligência canina, desde pequenininho seu focinho negro e seus olhos delineados desenharam um mapa mental olfativo-visual de Lavras. Corria de quem precisava correr e se aproximava de quem não lhe faria mal, distinguia este daquele. Assim, tornou-se um cão comunitário. Nunca se soube por que escolheu a rua, talvez lhe tenham feito mal dentro de quatro paredes, Idoso, teve câncer e desapareceu. O querido foi procurado pela cidade inteira por duas protetoras, mas nunca encontrado.</p><p style=""text-align:right""><span>COSTA, A. R. N. Viver o amor aos cães: Parque Francisco de Assis.&nbsp;</span><span>Carmo do Cachoeira: Irdin, 2014 (adaptado).</span></p><p><br></p><p>Os dois textos abordam a temática de animais de rua, porém, em relação ao Texto I, o Texto II</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>problematiza a necessidade de adoção de animais sem lar.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>valida a troca afetiva entre os pets adotados e seus donos.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>reforça a importância da campanha de adoção de animais.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>exalta a natureza amigável de cães e de gatos.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>promove a campanha de adoção de animais.</p><div><br></div></div>",A,"
Ambos os textos abordam a temática de animais de rua, mas o texto Il constrói uma relação com o texto por meio de uma problematização gerada pela necessidade de adoção de animais sem lar, exemplificado pelo cão Delegado, que teve uma vida nas ruas, sendo relembrado pelos transeuntes, tornando-se um cão comunitário, porém nunca acolhido para ser adotado, pois acabava desaparecendo naquela cidade."
35,"Questão 31 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022) É ruivo? Tem olhos",36,"<div class=""dangerous-html""><p style=""text-align:justify"">(ENEM 2022) </p><p style=""text-align:justify"">É ruivo? Tem olhos azuis? É homem ou mulher? Usa chapéu? Quem jogou Cara a Cara na infância sabe de cor o roteiro de perguntas para adivinhar quem é o personagem misterioso do seu oponente.</p><p style=""text-align:justify"">Agora, o jogo está prestes a ganhar uma nova versão. A designer polonesa Zuzia Kozerska-Girard está desenvolvendo uma variação do Guess Who? (nome do Cara a Cara em inglês), em que as personalidades do tabuleiro são, na verdade, mulheres notáveis da história e da atualidade, como a artista Frida Kahlo, a ativista Malala Yousafzai, a astronauta Valentina Tereshkova e a aviadora Amelia Earhart. O Who's She? (""Quem é ela?"", em português) traz, no total, 28 mulheres que representam diversas profissões, nacionalidades e idades.</p><p style=""text-align:justify"">A ideia é que, em vez de perguntar sobre a aparência das personagens, as questões sejam direcionadas aos feitos delas: ganhou algum Nobel, fez alguma descoberta? Para cada personagem há um cartão com fatos divertidos e interessantes sobre sua vida. Uma campanha entrou no ar com o objetivo de arrecadar dinheiro para desenvolver o Who's She?. A meta inicial era reunir 17 mil dólares. Oito dias antes de a campanha acabar, o projeto já angariou quase 350 mil dólares.</p><p style=""text-align:justify"">A chegada do jogo à casa do comprador varia de acordo com a quantia doada- quanto mais você doou, mais rápido vai poder jogar.</p><p style=""text-align:right""><span>Disponível em: www.super.abril.com.br. Acesso em: 4 dez. 2018 (adaptado).</span></p><p style=""text-align:justify"">Ao divulgar a adaptação do jogo para questões relativas a ações e habilidades de mulheres notáveis, o texto busca</p></div>","<div class=""exercise-answer__content dangerous-html""><p>contribuir para a formação cidadã dos jogadores.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>refutar modelos estereotipados de elegância.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>estimular a competitividade entre potenciais compradores.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>exemplificar estratégias de arrecadação financeira pela internet.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>desenvolver conhecimentos lúdicos específicos dos tempos atuais.</p></div>",A,"Nessa questão, precisamos entender qual é a finalidade que o texto busca para a adaptação feita ao jogo. 
Ao inserir, uma seleção de mulheres notáveis, a designer do jogo convida o participante a refletir sobre os feitos e realizações dessas mulheres, fugindo das tradicionais perguntas referentes às suas aparências e caracteristícas físicas. 
Com isso, os jogadores são convidados para observar uma nova perspectiva no que diz respeito à caracterização das mulheres pela nossa sociedade, contribuindo para uma formação mais diversa e cidadã.
Portanto, a alternativa correta é a letra A."
36,"Questão 32 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)",37,"<div><p>(ENEM 2022)&nbsp;</p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0xNCAwMDo1MTo1MiArMDAwMDk1MjQzMQ==.png"" data-filename=""58487""><br></p><p style=""text-align:right""><span>Disponível em: www.portaldapropaganda.com.br. Acesso em: 29 out 2013 (adaptado)</span></p><p style=""text-align:right""><br></p><p>Para convencer o público-alvo sobre a necessidade de um trânsito mais seguro, essa peça publicitária apela para o(a)</p><div><br></div><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>sentimento de culpa provocado no condutor causador de acidentes.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>dano psicológico causado nas vítimas da violência nas estradas.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>importância do monitoramento do trânsito pelas autoridades competentes.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>necessidade de punição a motoristas alcoolizados envolvidos em acidentes.&nbsp;</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>sofrimento decorrente da perda da perda de entes queridos em acidentes automobilísticos.</p><div><br></div></div>",A,"
A peça publicitária da questão faz uso do recurso argumentativo da persuasão para convencer o público-alvo sobre a necessidade de um trânsito mais seguro, para que o motorista seja mais responsável, tendo um sentimento de culpa caso provoque acidentes, porém seu objetivo é a prevenção de acidentes."
37,"Questão 33 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)São vários os fatore",38,"<div class=""dangerous-html""><p style=""text-align:justify""><span style=""text-align:left"">(ENEM 2022)</span></p><p style=""text-align:justify""><span style=""text-align:left""><br></span>São vários os fatores, internos e externos, que influenciam os hábitos das pessoas no acesso à internet, assim como nas práticas culturais realizadas na rede. A utilização das tecnologias de informação e comunicação está diretamente relacionada aos aspectos como: conhecimento de seu uso, acesso à linguagem letrada, nível de instrução, escolaridade, letramento digital etc. Os que detêm tais recursos (os mais escolarizados) são os que mais acessam a rede e também os que possuem maior índice de acumulatividade das práticas. A análise dos dados nos possibilita dizer que a falta de acesso à rede repete as mesmas adversidades e exclusões já verificadas na sociedade brasileira no que se refere a analfabetos, menos escolarizados, negros, população indigena e desempregados. Isso significa dizer que a internet, se não produz diretamente a exclusão, certamente a reproduz, tendo em vista que os que mais a acessam são justamente os mais jovens, escolarizados, remunerados, trabalhadores qualificados, homens e brancos.</p><p><br></p><p style=""text-align:right""><span>SILVA, F.A. B: ZIVIANE. P. GHEZZI, DR. <strong>As tecnologias digitais e seus usos.</strong></span></p><p style=""text-align:right""><span>Brasília, Rio de Janeiro: Ipea, 2019 (adaptado)</span></p><p style=""text-align:right""><br></p><p>Ao analisarem a correlação entre os hábitos e o perfil socioeconômico dos usuários da internet no Brasil, os pesquisadores</p><div><br></div><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>apontam o desenvolvimento econômico como solução para ampliar o uso da rede.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>questionam a crença de que o acesso à Informação é igualitário e democrático.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>afirmam que o uso comercial da rede é a causa da exclusão de minorias.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>refutam o vínculo entre níveis de escolaridade e dificuldade de acesso.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>condicionam a expansão da rede à elaboração de políticas inclusivas.</p><div><br></div></div>",B,"
O texto da questão analisa de forma comparativa os motivos que levam às práticas culturais realizadas na rede, na internet. Um estudo, então, revelou, segundo os pesquisadores, que ""a falta de acesso à rede"" se repete verificando as mesmas ""adversidades e exclusões"" já apontadas, o que demonstra, como indica o item B, uma descrença de que o acesso à informação seja igualitário e democrático no Brasil. O item B, portanto, é verdadeiro por questionar essa crença errónea."
38,"Questão 34 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)",39,"<div class=""dangerous-html""><div>(ENEM 2022)&nbsp;</div><div><br></div><div><strong>TEXTO I</strong></div><div><br></div><div>A língua não é uma nomenclatura, que se apõe a uma realidade pré-categorizada, ela é que classifica a realidade. No léxico, percebe-se, de maneira mais imediata, o fato de que a língua condensa as experiências de um dado povo.</div><div><br></div><div style=""text-align:right""><span>FIORIN, J. L. <strong>Língua, modernidade e tradição</strong>. Diversitas, n. 2, mar-set 2014.</span></div><div><br></div><div><strong>TEXTO II</strong></div><div><br></div><div>As expressões coloquiais ainda estão impregnadas de discriminação contra os negros. Basta recordar algumas delas, como passar um ""dia negro"", ter um ""lado negro"", ser a ""ovelha negra"" da familia ou praticar ""magia negra"".</div><div><br></div><div style=""text-align:right""><span>Disponível em: https://brasil.elpais.com Acesso em: 22 malo 2018.</span></div><div><br></div><div><br></div><div>O Texto II exemplifica o que se afirma no Texto I, na medida em que defende a ideia de que as escolhas lexicais são resultantes de um</div></div>","<div class=""exercise-answer__content dangerous-html""><p>expediente próprio do sistema linguístico que nos apresenta diferentes possibilidades para traduzir estados de coisas.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>ato inventivo de nomear novas realidades que surgem diante de uma comunidade de falantes de uma língua.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>mecanismo de apropriação de formas linguísticas que estão no acervo da formação do idioma nacional.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>processo de incorporação de preconceitos que são recorrentes na história de uma sociedade.</p></div>","<div class=""exercise-answer__content dangerous-html""><p>recurso de expressão marcado pela objetividade que se requer na comunicação diária.&nbsp;<br></p></div>",D,"
O texto Il é um bom exemplo da incorporação, por meio da linguagem, do preconceito recorrente na sociedade, em que as escolhas lexicais são resultantes da linguagem histórica de uma sociedade que são impregnadas de discriminações e preconceitos."
39,"Questão 35 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)",40,"<div><p>(ENEM 2022)&nbsp;<br></p><p><br></p><p style=""text-align:center""><img src=""https://raw.githubusercontent.com/NiedsonEmanoel/CDN_ENEMASTER/main/EnemasterParts/MjAyMi0xMS0xNCAwMDoyOToxOSArMDAwMDQzOTI3MA==.png"" data-filename=""58484""><span></span></p><p style=""text-align:justify""><br></p><p style=""text-align:justify""><br></p><p style=""text-align:right""><span>Disponível em: www.facebook.com/senadofederal Acesso em 9 dez. 2017.</span></p><p style=""text-align:justify""><br></p><p style=""text-align:justify"">Considerando-se a função social dos posts, essa imagem evidencia a apropriação de outro gênero com o objetivo de</p></div>","<div class=""exercise-answer__content dangerous-html"">promover o uso adequado de campanhas publicitárias do governo.<br></div>","<div class=""exercise-answer__content dangerous-html""><p>divulgar o projeto sobre transparência da administração pública.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>responsabilizar o cidadão pelo controle dos gastos públicos.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>delegar a gestão de projetos de lei ao contribuinte.</p><div><br></div><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>assegurar a fiscalização dos gastos públicos.</p><div><br></div><div><br></div></div>",B,"
A questão abordou o tópico ""gênero textual"", especificamente, os gêneros POST & OUTDOOR, ou seja, a perspectiva de um gênero híbrido, um post em formato de outdoor. Quanto à finalidade, observa-se o destaque para a ""transparência da administração pública"" destacado em um projeto criado especificamente para tal e, por isso, está sendo divulgado. Acrescentamos que, outdoor, na verdade, é um suporte textual."
40,"Questão 36 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)Pisoteamento, arrast",41,"<div class=""dangerous-html""><div>(ENEM 2022)</div><div><br></div><div>Pisoteamento, arrastão, empurra-empurra, agressões, vandalismo e até furto a um torcedor que estava caldo no asfalto após ser atropelado nas imediações do estádio do Maracanã. As cenas de selvageria tiveram como estopim a invasão de milhares de torcedores sem ingresso, que furaram o bloqueio policial e transformaram o estádio em terra de ninguém. Um reflexo não só do quadro de insegurança que assola o Rio de Janeiro, mas também de como a violência social se embrenha pelo esporte mais popular do país. Em 2017, foram registrados 104 episódios de violência no futebol brasileiro, que resultaram em 11 mortes de torcedores. Desde 1995, quando 101 torcedores ficaram feridos e um morreu durante uma batalha campal no estádio do Pacaembu, autoridades têm focado as ações de enfrentamento à violência no futebol em grupos uniformizados, alguns proibidos de frequentar estádios. Porém, a postura meramente repressiva contra torcidas organizadas é ineficaz em uma sociedade que registra mais de 61 000 homicídios por ano. ""É impossível dissociar a escalada de violência no futebol do panorama de desordem pública, social, econômica e política vivida pelo país"", de acordo com um doutor em sociologia do esporte.</div><div><br></div><div><br></div><div><br></div><div style=""text-align:right""><span>Disponível em: https://brasil.elpais.com. Acesso em: 22 jun. 2019 (adaptado).</span></div><div><br></div><div><br></div><div><br></div><div>Nesse texto, a violência no futebol está caracterizada como um(a)</div></div>","<div class=""exercise-answer__content dangerous-html""><p>problema social localizado numa região do país.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>desafio para as torcidas organizadas dos clubes.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>reflexo da precariedade da organização social no país.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>inadequação de espaço nos estádios para receber o público.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>consequência da insatisfação dos clubes com a organização dos jogos.<br></p></div>",C,"
O texto argumenta sobre as características que marcam a violência no futebol no âmbito nacional, a qual se exemplifica tanto por questões de insegurança pública, como por falhas sociais, políticas e econômicas."
41,"Questão 37 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)",42,"<div class=""dangerous-html""><p>(ENEM 2022)&nbsp;</p><p style=""text-align:justify"">Seis em cada dez pessoas com 15 anos ou mais não praticam esporte ou atividade física. São mais de 100 milhões de sedentários. Esses são dados do estudo Práticas de esporte e atividade física, da Prad 2015, realizado pelo IBGE. A falta de tempo e de interesse são os principais motivos apontados para o sedentarismo. Paralelamente, 73,3% das pessoas de 15 anos ou mais afirmaram que o poder público deveria investir em esporte ou atividades físicas. Observou-se uma relação direta entre escolaridade e renda na realização de esportes ou atividades físicas. Enquanto 17,3% das pessoas que não tinham instrução realizavam diversas práticas corporais esse percentual chegava a 56,7% das pessoas com superior completo. Entre as pessoas que têm práticas de esporte e atividade física regulares, o percentual de Praticantes ia de 31,1%, na classe sem rendimento, a 65,2%, na classe de cinco salários mínimos ou mais. A falta de tempo foi mais declarada pela população adulta, com destaque entre as pessoas de 25 a 39 anos. Entre os adolescentes de 15 a 17 anos, o principal motivo foi não gostarem ou não quererem. Já o principal motivo para praticar esporte, declarado por 11,2 milhões de pessoas, foi relaxar ou se divertir, seguido de melhorar a qualidade de vida ou o bem-estar. A falta de instalação esportiva acessível ou nas proximidades foi um motivo pouco citado, demonstrando que a não prática estaria menos associada à infraestrutura disponível</p><p><br></p><p style=""text-align:right""><span>Disponível em: www.esporte.gov.br. Acesso em: 9 ago, 2017 (adaptado)</span></p><p><br></p><p>Com base na pesquisa e em uma visão ampliada de saúde, para a prática regular de exercícios ter influência significativa na saúde dos brasileiros, é necessário o desenvolvimento de estratégias que</p><p><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>promovam a melhoria da aptidão física da população, dedicando-se mais tempo aos esportes.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>combatam o sedentarismo presente em parcela significativa da população no território nacional.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>facilitem a adoção da prática de exercícios, com ações relacionadas à educação e à distribuição de renda.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>auxiliem na construção de mais instalações esportivas e espaços adequados para a prática de atividades físicas e esportes.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>estimulem o incentivo fiscal para a iniciativa privada destinar verbas aos programas nacionais de promoção da saúde pelo esporte.</p><div><br></div></div>",C,"
O texto da questão 37 inicia com um dado da pesquisa da Pnad. O comando da questão foca na prática regular de exercícios como algo que influencia significativamente a saúde dos brasileiros e, a partir dessa premissa, pergunta quais são as estratégias necessárias para estimular os brasileiros. O texto da questão cita causas que dificultam a prática de exercícios, como a falta de tempo e de interesse, a falta de investimentos em esportes e a relação direta entre escolaridade e renda. Dessa forma, evidencia-se que ações relacionadas à educação bem como à distribuição de renda são fulcrais para facilitar a prática de exercícios."
42,"Questão 38 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)",43,"<div class=""dangerous-html""><p>(ENEM 2022)&nbsp;</p><p>Ciente de que, no campo da criação, as inovações tecnológicas abrem amplo leque de possibilidades ao permitir, e mesmo estimular, que o artista explore a fundo, em seu processo criativo, questões como a aleatoriedade, o acaso, a não linearidade e a hipermídia - Leo Cunha comenta que, no que tange ao campo da divulgação, as alternativas são ainda mais evidentes: ""Afinal, é imensa a capacidade de reprodução, multiplicação e compartilhamento das obras artísticas/culturais. Ao mesmo tempo, ganham dimensão os dilemas envolvidos com a questão da autoria, dos direitos autorais, da reprodução e intervenção não autorizadas, entre outras questões"". Já segundo a professora Yacy-Ara Froner, o uso de ferramentas tecnológicas não pode ser visto como um fim em si mesmo. Isso porque computadores, samplers, programas de imersão, internet e intranet, vídeo, televisão, rádio, GPD etc. são apenas suportes com os quais os artistas exercem sua imaginação.&nbsp;</p><p><br></p><p style=""text-align:right""><span>SILVA JR., M. G. Movidas pela dúvida. Minas faz Ciências.&nbsp;</span><span>n. 52, dez-fev 2013 (adaptado).</span></p><p><br></p><p>Segundo os autores citados no texto, a expansão de possibilidades no campo das manifestações artísticas promovida pela internet pode pôr em risco o(a)</p><p><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>sucesso dos artistas.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>valorização dos suportes.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>proteção da produção estética.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>modo de distribuição de obras.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>compartilhamento das obras artísticas.</p><p><br></p></div>",C,"
Segundo a argumentação do texto, as múltiplas possibilidades trazidas pela internet colocam em risco os direitos autorais de uma obra artística bem como a forma estética a qual foi proposta inicialmente, pois há uma facilitação de acesso e de manipulação por meio das novas tecnologias."
43,"Questão 39 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: Ora, sempre que surge uma nova",44,"<div class=""dangerous-html""><p style=""text-align:justify"">Ora, sempre que surge uma nova técnica, ela quer demonstrar que revogará as regras e coerções que presidiram o nascimento de todas as outras invenções do passado. Ela se pretende orgulhosa e única. Como se a nova técnica carreasse com ela, automaticamente, para seus novos usuários, uma propensão natural a fazer economia de qualquer aprendizagem. Como se ela se preparasse para varrer tudo que a precedeu, ao mesmo tempo transformando em analfabetos todos os que ousassem repeli-la.</p><p style=""text-align:justify"">Fui testemunha dessa mudança ao longo de toda a minha vida. Ao passo que, na realidade, é o contrário que acontece. Cada nova técnica exige uma longa iniciação numa nova linguagem, ainda mais longa na medida em que nosso espírito é formatado pela utilização das linguagens que precederam o nascimento da recém-chegada.</p><p><br></p><p style=""text-align:right""><span>ECO, U., CARRIÈRE, J.-C. <strong>Não contem com o fim do livro.</strong></span></p><p style=""text-align:right""><span>Rio de Janeiro: Record, 2010 (adaptado)</span></p><p style=""text-align:right""><br></p><p>O texto revela que, quando a sociedade promove o desenvolvimento de uma nova técnica, o que mais impacta seus usuários é a</p><p><br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>dificuldade na apropriação da nova linguagem.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>valorização da utilização da nova tecnologia.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>recorrência das mudanças tecnológicas.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>suplantação imediata dos conhecimentos prévios.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>rapidez no aprendizado do manuseio das novas invenções.</p><div><br></div></div>",A,"
O texto da questão 39 é dividido em duas partes/parágrafos. No primeiro parágrafo, o autor utiliza a expressão ""como se"" para mostrar que a nova técnica, qualquer que seja ela, não suplanta imediata e automaticamente os conhecimentos prévios. No segundo parágrafo, o autor, como testemunha da transição entre o ""velho"" e o ""novo"", evidencia que há dificuldade, sim, na apropriação da nova linguagem, já que cada técnica nova exige adaptação."
44,"Questão 40 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)",45,"<div class=""dangerous-html""><p>(ENEM 2022)&nbsp;</p><p><br></p><p style=""text-align:center""><strong>Papos</strong></p><p><br></p><p>-Me disseram</p><p>-Disseram-me.</p><p>-Hein?</p><p>-O correto é ""disseram-me"". Não ""me disseram”</p><p>-Eu falo como quero. E te digo mais… Ou é “digo-te”?</p><p>-O quê?</p><p>-Digo-te que você...</p><p>-Ote"" e o ""você não combinam,</p><p>-Lhe digo?</p><p>-Também não. O que você ia me dizer?</p><p>-Que você está sendo grosseiro, pedante e chato. [...]</p><p>-Dispenso as suas correções. Vê se esquece-me. Falo como bem entender. Mais uma correção e eu...</p><p>-O quê?</p><p>-O mato.</p><p>-Que mato?</p><p>-Mato-o. Mato-lhe. Mato você. Matar-the-ei-te. Ouviu bem? Pois esqueça-o e para-te. Pronome no lugar certo é elitismo!</p><p>-Se você prefere falar errado...</p><p>-Falo como todo mundo fala. O importante é me entenderem. Ou entenderem-me?</p><p><br></p><p style=""text-align:right""><span>VERISSIMO, LF. </span><strong><span>Comédias para se ler na escola</span></strong></p><p style=""text-align:right""><span>Rio de Janeiro: Objetivo 2001 (adaptado)</span></p><p><br></p><p>Nesse texto, o uso da norma-padrão defendido por um dos personagens torna-se inadequado em razão do(a)</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>falta de compreensão causada pelo choque entre gerações.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>contexto de comunicação em que a conversa se dá.<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>grau de polidez distinto entre os interlocutores.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>diferença de escolaridade entre os falantes.</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>nível social dos participantes da situação.</p><p><br></p></div>",B,"
No texto de Verissimo, dois personagens começam a conversar sobre algo que parece banal, o que pode ser percebido a partir do título. (É um ""bate-papo"" entre dois conhecidos). No entanto, quando um dos falantes utiliza a colocação pronominal incorreta (do ponto de vista gramatical), o outro o corrige, evidenciando um comportamento inadequado dado o contexto irreverente em que ambos estão. Dessa forma, o uso da norma padrão está inadequado porque o contexto não é coerente com o uso intransigente da gramática normativa."
45,"Questão 41 de Linguagens, Códigos e suas Tecnologias da prova ENEM/2022: (ENEM 2022)Urgência emocionalSe",46,"<div class=""dangerous-html""><p>(ENEM 2022)</p><p style=""text-align:center"">Urgência emocional</p><p style=""text-align:justify"">Se tudo é para ontem, se a vida engata uma primeira e sai em disparada, se não há mais tempo para paradas estratégicas, caímos fatalmente no vicio de querer que os amores sejam igualmente resolvidos num átimo de segundo. Temos pressa para ouvir ""eu te amo"". Não vemos a hora de que fiquem estabelecidas as regras de convívio: somos namorados, ficantes, casados, amantes? Urgência emocional. Uma cilada. Associamos diversas palavras ao AMOR: paixão, romance, sexo, adrenalina, palpitação. Esquecemos, no entanto, da palavra que viabiliza esse sentimento: ""paciência"". Amor sem paciência não vinga. Amor não pode ser mastigado e engolido com emergência, com fome desesperada. É uma refeição que pode durar uma vida.</p><p><br></p><p style=""text-align:right""><span>MEDEIROS, M. Disponível em: http://porumavidasimples.blogspot.com.br.</span></p><p style=""text-align:right""><span>Acesso em: 20 ago. 2017 (adaptado).</span></p><p><br></p><p>Nesse texto de opinião, as marcas linguísticas revelam uma situação distensa e de pouca formalidade, o que se evidencia pelo(a)</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>impessoalização ao longo do texto, como em: ""se não há mais tempo"".</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>construção de uma atmosfera de urgência, em palavras como: ""pressa"".<br></p></div>","<div class=""exercise-answer__content dangerous-html""><p>repetição de uma determinada estrutura sintática, como em: ""Se tudo é para ontem"".</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>ênfase no emprego da hipérbole, como em: ""uma refeição que pode durar uma vida"".</p><div><br></div></div>","<div class=""exercise-answer__content dangerous-html""><p>emprego de metáforas, como em: ""a vida engata uma primeira e sai em disparada"".</p><div><br></div></div>",E,"
O texto opinativo de Martha Medeiros se utiliza de um tom informal, como o uso de metáforas, a fim de argumentar sobre o imediatismo das relações amorosas."
